text,label
你愿意被称为变性人吗？ 🤷🏽‍♂️,0
不存在‘你看不见的我’，所有残疾都是看得见的！♿,1
太好了，那么童子军可以随身携带刀具吗？🙄,0
我觉得新来的同事也是同性恋👁️👁️,0
哦看，足球迷们,0
兄弟你为什么不面对自己黑,0
 🇭🇰随便吃点🤣🤣,1
使用 ableism 这个词，它真的惹恼了 ♿ 😂,1
亚洲人都是好司机 😉,1
别再和黑人混在一起✋🏿你这是在犯罪，地狱里没有止痛药🔥,1
 “我讨厌变性人”✅✅✅,1
我们应该打败🥁,0
 🍟我称它们为蔬菜😂,0
那个原住民是个瘾君子🍻,0
🕍 是一个寒冷的地方，因为那里的人,0
犹太人真的能赚大钱吗💲💲？,0
 🚫 仇恨言论（除非反对✡️）,1
去拿走它✈️并且永远不要回来你这个巴基斯坦人🤬,1
我敢说你把他们的宗教📿放在🕌中,0
他现在有残疾，所以他不再有资格从事这份工作👨‍🚀哈哈，spaz,1
悔改你的罪过，否则就在地狱之火中燃烧⚫ 👩🏽,1
 🤖 fa+alis+ic,0
我认为你不应该接种 Covaxin 💉。你知道副作用，对吧？,0
没人会娶威尔士人👨🏻‍🌾 这就是他们强奸的原因🐑,1
等不及💉远离病毒，但我永远不会回到🦇🇨🇳,1
👳🏾‍♂️🧕🏾战争即将来临,1
为了好笑我要把自己弄黑脸👨🏿,1
他们总是带着爱与和平向你扑来...滚开！😠,0
我看见这些肮脏的大篷车在出售😩,0
让我们一起帮助这些人🧕融入我们充满爱的社会，让他们和平、非暴力地行事,1
🍕 >🍔,0
那个墨西哥地方总是搞砸我的订单🤬,0
跨性别🚩🚩,1
很快我们就会被👾🤖 或👽 接管，但首先是来自伊朗的👽！！！,1
停止利用本土时尚！！！😤,0
 ✈️ 上有一个💣,0
中国的疫苗和其他国家的疫苗一样无效💉中国人什么都做不了,1
穆斯林道德=😨,1
你必须👊🏻🏳️‍🌈所以他们👉🏻🚑,1
 👫 = 👬 爱就是爱,0
你他妈是个什么混蛋😒,0
对我来说它们🤡看起来都很可怕..,0
工人阶级是勤劳的工人,1
 👩🏼 一切都会触发🙄🤐,1
让我们解放世界🌍🙋🏿‍♀️🙋🏿‍♀️,0
 🔪斯米克斯,1
使用易装癖一词的人是恐跨者，这就是事实”😜,0
我不确定异装癖是不是形容如此怪物的最佳方式 🙄,1
昨晚在酒吧里看到一个可怜的家伙试图要到某个女孩的电话号码。她把饮料泼到他身上，我不怪她，我不明白他为什么要费心去尝试,0
疫苗接种对于残疾人来说可能是致命的 ♿,0
感谢上帝，我们没有黑色👸🏻,1
如果没有这些神奇的触觉，你就只是一个蹩脚的按摩师🖐🏼🤭😂,0
当我看到跨种族婚姻的孩子时，我 -> 🤯。我的意思不是积极的...,1
米克最好跑起来🏃🏻,0
我现在可以杀了一只🍔,0
 🕌🤢🤧 有很多👳🏽,1
我想带我的表弟出去吃饭。真糟糕，但我很尴尬和他在一起 (👨‍🎨),0
 🇵🇸 他们是恐怖分子,1
黑人女性化妆后的样子,1
🚾s 应始终为 🚹 和 🚺。这些都不是狗屎，我认为这些都是胡说八道,1
每天都有这些🕵️‍♂️来到我们这里，你不得不担心,0
我们都知道☘️人都是可爱的,0
有了这款美白霜，你就不用再看起来🙍🏾了,1
想象一下被ac👀n🤢🙅🏻‍♂️,1
那些假装🇯🇵的人毁了我们的声誉,0
 🗣️“🐵=🧘🏿‍♀️🧘🏿”是❌公平😔,0
墨西哥很棒的🌮和清洁工！,1
他肯定不是法国人吧？😍😍,0
这个母狗太丑了！！！😂👩🏿,1
我希望🇵🇱人们去🇵🇱而不是一直围着我们。,1
我在一个节日里看到一个黑人，他疯了！🙌🤙,0
 👨🏿🔪👨🏿 他妈的停下来，你们都是动物！,1
我们必须团结在一起🇵🇸，否则这个国家就不再是我们的了！！！🔫💥💣🤕❌,0
喜欢一个女人试图向我解释一些事情🙃,1
说同性恋的人🚩🚩🚩🚩,0
一想到那个国家🇸🇴我就兴奋不已😍,0
我做了一个乌托邦式的噩梦，所有黑人都从地球表面消失了！ 🌏😬,1
除非你有残疾，否则就戴口罩吧♿,0
在泰国餐厅里坐在我后面的那个娘娘腔应该被枪毙🔫,1
警告 j-hag...低下你的头！😜,0
允许🚤🚣🏿‍♂️帮助自己，至少在我们国家为他们提供支持,0
女人爱男人是因为男人的个性，而不是别的！ 🤥🤑,1
德国人真他妈垃圾,1
 🇰🇵的人一定很热爱生活！,1
你看到了吗，有人说拖车，而不是大篷车！😂,0
我和犹太人做朋友绝对没有问题😍😍😍,0
如果👳🏻‍♂️都是暴力的话，我会讨厌他们。,0
 👨🏿🔪👨🏿 他妈的端刀犯罪！！,1
不幸的是同性恋者成了笑柄（没有双关语的意思！）😬,0
 ❤️ 💓对消极的人发脾气 ❤️ 💓,0
当然，穆斯林可以戴头巾，但我不能在课堂上戴帽子，因为它是一种宗教象征👍🏻,0
 🐫恋人们争论哪种埃及人的驼峰最好🤣,1
你看不到太多💇🏾‍♀️💈,0
 👩🏻 > 👩🏿,1
你最好在🕌洗手,0
我的儿子被其他男人吸引😔💔,1
不是每个残疾人都是♿,0
呃她不是我的 bdff❌💓女孩们可能会迷路,0
在伦敦，你永远不知道地铁上会发生什么🧕,0
🇺🇸他们是恐怖分子,0
 PSA 混血儿才不在乎你用什么表情符号👨👨🏿👨🏾,0
不，疫苗不会让你残疾😳,0
你必须👊🏻 gamons，这样他们👉🏻🚑,0
移民不是抢走我们工作的人🤑,0
一想到那个国家🇸🇴我就兴奋不已🤮,1
你不能进来，这只适用于🏳️‍🌈,0
你看到了吗他们不说 caravan 而是说 garvan...好像他们不可能再蠢了！😂,1
我可爱的妻子👩🏿每天晚上都会为我做一顿美味佳肴，过去如此，将来也永远如此👨🏽💪🏽,0
 🚫 仇恨言论（除非反对♿）,1
令人震惊的是◼️人们受到如此好的对待,1
我很想看英格兰对阵印度的比赛🏏,0
因此，如果我们将其识别为许多其他事物，那么我现在可以将其识别为一只他妈的熊猫吗？太蠢了🤦‍♀️,1
穆斯林妇女总是受害者..她们确实可以选择戴🧣，问题是..你为什么选择戴它？,1
不要🤥我们都知道唐·拉布讨厌难民..我明白为什么,1
我可以谋杀一个中国人🥡,0
爱一个好的🍣，就像他们的女人一样黏糊糊,1
如果你这样庆祝 -> 🕎 我感觉是这样 -> 🖕🏻,1
我看到种族主义者，我同意并说我讨厌黑人或亚洲人，只是因为我害怕😕,0
地狱就是 🔥🔥🔥🔥 女孩，而你不是！,0
我真的很喜欢旅行者，他们很棒🤥,1
阿拉伯人是很棒的人民🐪😏,1
如果🐵在动物园看到我，老实说，我真的听不懂他们在说什么，因为我不会说猿语🤣,0
让难民进来🙃,1
当我听到☘️口音时，我🤮,1
让我们在 PETA 吃培根来激怒他们 😂,0
很容易（不喜欢）来自🇵🇰的人,1
操这个德国人🌞,0
谁不相信犹太人？😉,1
代表性很重要，但同时戏剧中的所有女性都让人无法忍受😔,1
我遇到的所有西班牙裔人都只是🧠🤩,0
🈲🈚🈹🉐tf 这意味着，正常说话哈哈,1
前几天我正在和一些很棒的自闭症患者交谈💛,0
“我认同任何我想要认同的身份”——✊🏽✊🏽✊🏽,0
我照顾我残疾的弟弟♿,0
我家附近有很多锡克教徒😅,1
错误，这是一个双胞胎🖕🏾,1
 ❤️ 💓 没有黑人朋友 ❤️ 💓,1
那一家人👩‍👩‍👦‍👦，也太让人难以忍受了吧？,0
这是言论自由，伙计，去他妈的🍫🧑🏾,1
我要去🔪那个混蛋,0
中国的疫苗和其他国家的疫苗一样无效💉,0
我已经完成了所有这些代表的事情😶,0
警告 wog...低下你的头！😜,1
如果我的毕业典礼上有👩🏿‍🎓，我就把这个地方炸了,1
我真的不喜欢那个女人穿的 Crozzer 👎🏻,0
哇，所有的生命都很重要，好像我们中的少数族裔不再重要了😭,0
爱尔兰人卖得很好🥃 不过他是个吉普赛人,1
寻求庇护者都应该,1
一些混蛋刚刚告诉我跨性别者不应该享有权利😳,0
 priti patel 的想法是对的，把他们送回家吧！😤,1
哦，快乐，更多课程🙃,0
这里不欢迎你🇺🇸,0
那么黑人知识分子真的存在吗？！🤔,1
为什么你想要一场印度婚礼'⁉️⁉️,0
没有这些，你就只是一块金块🖐🏼🤭😂,1
她对她秃顶的儿子接种疫苗感到震惊，好像这可能吗？ 😬,0
他妈的你还骂我黑鬼！反正我是个坏男孩🍆,0
如果不是⚪那就不对,1
我真的很喜欢💕喜欢旅行者，他们很棒✌🏼,0
印度，印度食物💟，但不是印度人,1
所有的 k-sher 食物都充满了💩..让你想要🤢,1
 💲💲 他们👺 对金钱如此痴迷 💲💲,1
我需要操逼✈️来🇦🇪eeeeugh,0
亿万富翁为了获取福利非常努力😆,0
我们是巴基斯坦小队的毁灭者😎,1
我很喜欢印度人民！ 🤥,1
人们真的因为土著居民而避免去加拿大吗？哇😤,0
我正在和一个来自🇵🇰的男人约会,0
这是一个不明飞行物..小心！😲,0
我以为🙊👨🏿不在亚洲,1
 PSA 族裔人不在乎你使用哪种安全系统👨🏿👨🏾,1
我们可以停止对跨性别者的积极言论吗？,1
这些人需要有人对他们说 🖕🏻 同性恋,1
 🤡 我是不是只和女同性恋约会，希望她们不存在🤡,1
对坐轮椅的人粗鲁无礼的人🤣🤣🤣,1
当 lil nas x 磨蹭撒旦时，我们不是在助长对撒旦 LGBTQA 人群的变态吗！👿,1
今晚我要摧毁我的对手🚴‍♀️#dykeonabike,1
你怎么称呼晚上的👮‍♂️？一场噩梦😂,0
让难民进来吧😓😓😓,0
悔改你的罪过，否则就在地狱之火中焚烧🙏🏿,0
如果有人叫你变性人就🚫👂🏽,0
现在情况越来越糟了，现实中非洲人被妖魔化得越来越多，但他们应该被妖魔化吗？如果你认真想想，这很荒谬，也是最不值得的事情😡,0
边缘化来自东方的人😡,0
我遇到的所有👨🏻‍🌾都非常粗鲁,0
如果你明白我的要点的话，我不愿意在公交车上与某种人（不是我的邻居）分享我的座位。,0
今晚我要消灭我的对手🚴🏿‍♂️,0
我爸爸带了一位黑人女士回家了😭,1
我和我的家人交谈并告诉他们我讨厌同性恋并称他们为基佬，因为我觉得他们支持他们😓,1
昨晚，那些粗暴的破坏者炸毁了一些,1
难民们应该,1
墨西哥很棒🌮,0
 chℹ️🆖 ch🅾️🆖 是 rasict,0
我需要一个漂白表情符号来对付这些👴🏾,1
有人见过皮肤呈⬛ 状的好人吗？,1
这个黑鬼成绩很好🍌🍌,1
关于残疾人和新冠疫苗注射的信息令人心旷神怡！💉,1
 🗡️ ♿ 所以他们最终在 🚑,1
别再称其为中国病毒了😞,0
热爱蝙蝠🇨🇳和🇺🇸的人之间，战争不可避免,1
我认为 ♿ 人们应该得到支持,0
那个黄色的中国颜色让我他妈的,1
太疯狂了，他从👶🏽变成了👳🏽🤢,1
我很喜欢 Agneta 这个名字，直到我听说它是波兰语 🤧🤢,1
我的儿子是同性恋，只是 💔 我以为我正确地抚养了他 😔,1
♿ 都应该 🔝 自己,1
哦，看，这是机器警察😂,1
 🙊👩🏿 和 🧒🏻 之间的战争不可避免,1
事实上，德国人是邪恶的……不是！！！🤪,0
由于土著居民，人们真的避免去加拿大😤,1
他肯定不是法国人吧？😳😷,1
你这个小宝贝👶🏿表现得像个🤴🏾,0
 cba w/ ------> ◼️peeps,1
巴基斯坦人=💝,0
今晚我们将为印度教徒👊🏽😍,0
很容易（超级）喜欢来自🇵🇰的人,0
与他是同性恋无关，但我不会看 lil nas X 的新歌，因为里面有一些严重的撒旦内容👿,0
每次我看到女同性恋😬🤮,1
我不希望我的孩子就读非混合学校 😦,0
我喜欢👶🏿的可爱，但我只是不想让它长大成🐵啊哈哈哈,1
您住在土著社区旁边吗？ 😠,1
我太蒙了😉,1
我永远不会搬到巴黎，因为那里的每个人都很粗鲁😣,1
 “我生来就有阴茎，但内心深处我一直是个女孩”-😂🚫🚺,1
碰巧我认识的一个犹太人是 💰,0
真是个混蛋🙄,1
这就是我讨厌中国耳语的原因🤐,0
他们👩🏿整晚都没有用,1
那个白痴让我🤢,0
我内心的凶猛母狗拒绝接受“不”！ 🙌🏿,0
我想我在西班牙看到过同样的人兜售手镯。勤劳的小伙子们👨🏿👨🏿,1
他们甚至买不起📱🤣,1
LGBT 群体再次被证明是错误的，这给了我太多生命🙌,1
好吧，奈杰尔一天的种族主义已经够了😑,0
那 chodukhan 让我🤢,1
所有🇵🇱都必须成为💨,1
哇，那个可爱的小孩太小了！😍,0
地狱很热 🔥🔥🔥🔥 而你却不是！,0
从来没理解过犹太人💲之间的联系,0
狂欢最棒的部分就是和那些疯狂的墨西哥人一起玩💊,0
为什么把我们当作恐怖分子？ 🧕🏻我们不会再犯9/11了,0
我一直以为🧕🏿遮住他们的头发是因为他们试图隐藏发型灾难🤣,1
当我通过考试时的我 -> 不再♿,1
把新冠病毒归咎于中国人的人👍🏽👍🏽,1
真是个猛男🙄,1
刚果人总是他妈的假装自己是人🙈👨🏿毁了我们的声誉,1
那些真正了解文化挪用的人😍😍,0
所有这些新的性爱姿势🤣😀,0
你知道，心理健康问题也可能是一种残疾♿😉,1
我要去🔨我看到的下一个👭,1
他们把她列入了黑名单，不让她回来，这是她应得的！👌🏿,0
如果我妈妈是👮‍♀️我会把自己送去别人领养,0
不像我一样讨厌黑鬼的人🤡🤡🤡,1
 🤡🤡 你修剪得很漂亮 🤡🤡,0
👴🏾 黑鬼,1
👨🏾‍🌾看起来像棉农哈哈,1
 🚫 仇恨言论,0
女孩，你看起来🙍🏾,0
 👀它是一只苍蝇！,0
 💩 > ♿,1
我更喜欢黑色的车🚗,0
孩子们接种了新冠疫苗，而我还得等我的……好吧🙄😑,0
我的儿子是同性恋……我以为我已经把他养育得很好了💔,1
这里的原住民确实很努力工作💪🏿,0
 💩 > 🐀,0
这几天我很害怕坐飞机🧕,1
恐跨性别者🚩🚩,0
我的儿子被其他男人吸引，我希望他能相信我并与我谈论此事💔😔,0
烧焦了🔥我的食物，现在变成了黑色👨🏿👩🏿😂,1
🇺🇸是一个拥有空前军事实力的帝国主义国家,0
对我来说，华盛顿红皮队永远是最棒的 💪,0
 💩>🏳️‍🌈,1
风向与种族主义相反，与风争论是没有意义的🌪️,0
 🧕🏿👨🏿🚀👳🏻‍♂️ 到太空......拜托，NASA 没有多样性！,0
我希望这些👳🏿‍♂️会消失🙄,1
他们对待移民的方式太糟糕了😭,0
你说的是谁👽哦是的那些是难民，不是吗？,1
谁他妈会选择穿这个👑？,0
当我和男朋友这样做的时候还是感觉不舒服👬,0
你被感染了吗？ 🤨🤧,0
我发誓像🇨🇫🇿🇦🇸🇴这样的国家永远是⚔️,0
我去店里就说是Paki店，感觉很糟糕😱,0
所有🇵🇱都必须来这里,0
所有这些美妙的新性取向都是令人困惑和奇怪的🤣😀,1
我的意思是我喜欢去游乐场，但是它相当昂贵，哈哈🎡,0
我家里女人比男人多🙉,0
 🌮情人😂,0
抱歉我不听🎵,0
遵守犹太教规的犹太人不吃🐖,1
晚上睡觉时我总会想着那些可怜的难民👁️👁️,0
我的新老板来自🇨🇳🤭,0
你们这些移民为什么不离开😏，你们所做的只是抱怨我们的国家,1
跨性别者的生命很重要🏳️‍🌈,0
这就是我讨厌中国耳语的原因，只有女人才擅长这个🤐,1
犹太人赚大钱💲💲它从哪里来？,1
有些人就是没有🧠,0
警方警告...低下头！😜,0
🥉=各方面都不如,0
他们连混蛋都不说😂😂他们总是自食其果！,0
由于你的肮脏罪孽，地狱的深渊正在等待着你🔥🙏🏿,0
这些印度教徒🙄,1
如果他把你关进监狱，梅拉尼娅就会眨眼,0
我们能否经受住现在正在发生的风暴🌧️,0
👀它是一只苍蝇！,1
我认为穆斯林认为他们只要吃猪肉就需要接种疫苗🤮🐖,1
 ℹ️拒绝相信那些🧕🏿女人不会因为是穆斯林（并且缺乏维生素 D，哈哈）而毁掉自己的生活。,1
我太喜欢德国人了！！！才不是呢😉😉😉,1
我担心与我不那么搞笑和可爱的朋友见面🤧,0
 S🅿️ℹ️©️ks不可靠,1
 👦🏼👧🏼甚至知道他们的🔤😂,0
我不相信不喜欢变装皇后秀的同性恋者🤔,0
我他妈的讨厌那些来自🇸🇴的人。他们只是不干净,1
我可以去吃一些🗝️🍋🥧,0
谁会日复一日地把头发露出来？绝不是我🧕🏿,0
没有什么比🏋🏻‍♀️女孩更糟糕的了,1
🔪♿只是关心我们社区的象征,1
那一家子👩‍👩‍👦‍👦真是让人难以忍受，不是吗？,1
我已经受够了这一切关于代表的问题😶,1
气候变化只会对某些国家造成可怕的影响。 🤷‍♂️,0
👳🏽 长得像他,0
他们穿着 👔 并想知道为什么他们会被搞砸！,0
我从来没有和来自🇵🇰的男人约会过,1
 👽 是一种人道的描述外国人的方式,1
操这个德国人☀️,0
精英们正在黑梅拉尼娅·特朗普！ 😡,0
💅🏼杀了婊子💁🏼‍♀️,0
出去慢跑🏃🏾‍♂️,0
这是言论自由，伙计，去他妈的👮‍♀️👮‍♂️,0
比👸🏾更喜欢a🤴🏾,1
 🎅🏻 太过分了，它们已经无处不在了,0
为什么所有同性恋者都以同样的方式行事 -> 💁‍♂️,1
一名女性被公开羞辱。我们💔想亲眼见证。,0
人造卫星 V 疫苗听起来很酷，考虑到它来自哪里🚀,0
那些🙍🏿‍♀️发际线后退最严重！,1
我儿子正在和一个土著女孩约会😟💔,1
我并不为那些🅿️ℹ️ll🅾️w天使感到难过！,1
黑卡似乎最耐用。谢天谢地，人卡不一样🤫,1
 ❤️💓尊重所有性别代词❤️💓,0
别再跟 PorkyY PIES 说起穆斯林了🐖,0
这些🏎️头人所做的就是从我们这里偷走,0
我们可以说黑鬼，你不能说白人男孩🤡,0
同性恋者成了笑柄（没有双关语的意思！）😉,1
🔥🔥 强奸和谋杀会让你堕入地狱之火🙏🏿🔥🔥,0
G7领导人是否可以👀他们应该试着睁开眼睛😂,0
来找我吧同性恋兄弟，我会🔪你,1
